CustomerID,Age,Gender,Tenure,MonthlySpend,TotalSpend,NumTransactions,ProductCategory,PaymentMethod,CustomerSupportCalls,CLV,Churn
CUST00072,28,Female,36,62.196,1773.35,31,Clothing,PayPal,3,2604.56,0
CUST00073,70,Female,47,87.26,3180.31,76,Groceries,Credit Card,2,719.33,0
CUST00074,21,Female,11,106.668,1064.26,19,Home & Garden,Debit Card,1,4247.44,0
CUST00075,18,Male,56,42.408,2347.83,40,Electronics,PayPal,4,2550.3,0
CUST00076,39,Female,4,39.85,153.52,5,Books,PayPal,0,1361.63,0
CUST00077,30,Female,18,35.13,612.84,16,Clothing,Bank Transfer,1,1833.36,0
CUST00078,26,Female,1,83.784,77.31,0,Clothing,PayPal,0,2996.16,0
CUST00079,26,Male,11,79.116,807.67,11,Clothing,PayPal,2,3234.88,1
CUST00080,54,Male,5,57.62,295.12,7,Sports,Bank Transfer,0,1329.07,1
CUST00081,48,Male,32,49.24,1631.44,35,Home & Garden,Debit Card,2,1484.95,0
CUST00082,32,Female,34,30.16,928.75,22,Electronics,PayPal,1,1541.52,0
CUST00083,18,Male,4,55.944,161.73,4,Sports,Debit Card,0,3557.61,0
CUST00084,48,Male,47,123.924,4384.31,85,Sports,Debit Card,2,3273.08,0
CUST00085,21,Male,2,66.768,106.03,2,Clothing,PayPal,0,3988.35,1
CUST00086,40,Male,29,58.35,1702.12,38,Sports,Bank Transfer,1,2031.87,1
CUST00087,54,Female,15,60.27,1056.4,19,Electronics,Credit Card,1,1422.71,1
CUST00088,43,Male,25,79.044,2134.89,37,Electronics,Bank Transfer,2,2389.95,1
CUST00089,51,Male,12,51.66,643.66,12,Groceries,Debit Card,1,1807.07,1
CUST00090,57,Female,13,124,1717.1,41,Books,PayPal,2,1952.77,1
CUST00091,39,Male,13,47.19,601.25,13,Home & Garden,PayPal,0,1606.95,1
CUST00092,21,Male,25,24.21,672.38,12,Groceries,PayPal,1,1226.26,1
CUST00093,31,Female,21,121.404,1849.2,44,Home & Garden,Credit Card,4,3457.79,1
CUST00094,30,Female,0,43.58,0,0,Books,Bank Transfer,0,1727.79,1
CUST00095,26,Female,12,65.82,788.01,10,Home & Garden,PayPal,0,2835.77,1
CUST00096,51,Female,31,32.46,966.61,23,Sports,Credit Card,4,860.93,1
CUST00097,45,Male,20,42.16,936.49,13,Books,Debit Card,1,1826.06,0
CUST00098,34,Female,33,77.22,2068.01,33,Sports,PayPal,6,2659.66,0
CUST00099,18,Male,10,117.276,1133.14,18,Electronics,Debit Card,0,5032.91,0
CUST00100,37,Female,24,38.47,923.6,23,Books,PayPal,1,2190.45,1
CUST00101,50,Female,30,18.3,590.81,9,Books,Debit Card,1,580.02,1
CUST00102,37,Female,2,131.412,203.32,6,Electronics,PayPal,0,6176.78,1
CUST00103,22,Female,19,60.768,974.29,29,Sports,Credit Card,1,2685.11,1
CUST00104,18,Male,56,157.14,7565.27,137,Groceries,Debit Card,4,10569.97,0
CUST00105,42,Female,15,37.81,492.73,9,Groceries,PayPal,0,1478.19,1
CUST00106,45,Female,12,25.16,352.57,6,Sports,Debit Card,0,783.09,1
CUST00107,26,Male,10,39.444,295.11,7,Clothing,Bank Transfer,0,2513.51,0
CUST00108,18,Male,31,28.08,809.21,13,Electronics,Bank Transfer,1,1721.75,0
CUST00109,23,Female,95,121.56,7375.57,204,Sports,Credit Card,7,5197.29,1
CUST00110,24,Male,2,30.35,61.23,1,Clothing,Debit Card,1,1940.21,0
CUST00111,60,Female,5,168.816,672.57,12,Books,Bank Transfer,0,3470.01,0
CUST00112,35,Female,64,65.22,3227.18,65,Electronics,PayPal,8,3731.81,1
CUST00113,38,Male,16,33.62,487.45,12,Sports,PayPal,1,1371.51,0
CUST00114,31,Female,15,138.06,1837.21,31,Electronics,Bank Transfer,0,7186.94,0
CUST00115,23,Female,1,49.512,41.92,2,Home & Garden,Debit Card,0,2352.97,0
CUST00116,18,Male,17,58.548,720.26,13,Books,PayPal,3,2979.97,0
CUST00117,49,Male,89,42.65,3418.8,77,Home & Garden,Debit Card,6,1314.08,0
CUST00118,57,Male,3,49.17,151.82,3,Clothing,PayPal,0,965.7,0
CUST00119,34,Female,54,126.24,6420.48,93,Groceries,Credit Card,3,6350.67,0
CUST00120,29,Female,2,71.856,119.88,6,Clothing,Credit Card,0,2722.47,0
CUST00121,33,Male,2,38.14,80.91,1,Electronics,Debit Card,0,2262.64,0
CUST00122,41,Female,54,193.416,8023.78,173,Books,Credit Card,4,5820.1,0
CUST00123,22,Female,13,72.468,946.52,24,Books,Debit Card,0,2729.87,0
CUST00124,18,Female,9,103.428,748.52,16,Sports,Credit Card,2,5930.71,0
CUST00125,32,Female,100,45.5,4507.3,98,Groceries,Bank Transfer,13,2146.6,1
CUST00126,31,Female,25,35.69,990.26,22,Clothing,Credit Card,2,1448.49,1
CUST00127,39,Female,5,76.86,316.38,7,Sports,Bank Transfer,0,2846.4,1
CUST00128,28,Male,21,30.25,776,6,Home & Garden,Debit Card,0,1480.04,1
CUST00129,59,Female,41,143.1,4489.25,77,Sports,PayPal,4,2502.58,1
CUST00130,22,Female,1,61.236,54.18,1,Electronics,Credit Card,0,3372.95,1
CUST00131,43,Male,43,34.07,1640.41,31,Books,PayPal,1,772.05,1
CUST00132,27,Male,63,96.36,4850.52,97,Home & Garden,Credit Card,8,4705.72,1
CUST00133,28,Male,33,55.104,1569.01,20,Sports,PayPal,2,2446.01,1
CUST00134,48,Female,44,36.54,1492.36,39,Clothing,PayPal,4,1056.01,0
CUST00135,40,Female,19,152.52,2037.5,43,Clothing,Credit Card,3,4545.93,1
CUST00136,23,Male,27,36.41,1019.91,16,Groceries,Credit Card,3,2090.02,1
CUST00137,18,Female,45,58.764,2104.69,42,Sports,Debit Card,3,4256.36,1
CUST00138,25,Male,49,88.548,4188.06,79,Books,Bank Transfer,6,4281.47,0
CUST00139,48,Male,11,52.51,547.71,11,Groceries,Bank Transfer,1,2086.34,0
CUST00140,31,Male,20,37.91,848.33,14,Clothing,PayPal,2,2057.12,0
CUST00141,46,Male,98,47.66,4514.1,98,Home & Garden,PayPal,12,1489.55,0
CUST00142,35,Male,0,57.336,0,0,Sports,Credit Card,0,2390.19,0
CUST00143,18,Female,18,39.552,533.63,11,Home & Garden,Credit Card,1,2509.71,1
CUST00144,20,Male,2,42.42,86.91,3,Groceries,Credit Card,0,2311.49,0
CUST00145,46,Female,92,89.268,6225.46,143,Home & Garden,Bank Transfer,9,2693.37,1
CUST00146,50,Female,56,28.27,1691.02,34,Groceries,Bank Transfer,3,747.19,1
CUST00147,31,Male,2,32.89,62.26,2,Electronics,Bank Transfer,1,1582.37,0
CUST00148,50,Female,42,183.228,6835.95,112,Books,Debit Card,1,4226.7,1
CUST00149,18,Male,1,56.496,50.59,1,Home & Garden,Debit Card,0,2401.81,0
CUST00150,43,Female,37,202.104,6283.23,125,Home & Garden,Credit Card,2,5649.29,1
CUST00151,49,Female,74,70.14,4609.07,99,Sports,Debit Card,9,2126.65,1
CUST00152,40,Female,24,54.06,1283.76,24,Clothing,Bank Transfer,1,2082.7,1
CUST00153,31,Female,15,19.42,253.72,6,Books,Credit Card,2,450.67,1
CUST00154,23,Male,40,59.448,2187.46,41,Groceries,PayPal,3,2872.71,0
CUST00155,47,Male,7,49.86,307.21,4,Sports,Credit Card,1,1984.16,1
CUST00156,47,Male,14,29.89,381.28,8,Groceries,Credit Card,0,925.81,1
CUST00157,38,Female,4,95.76,361.68,10,Electronics,Bank Transfer,1,3862.04,1
CUST00158,30,Male,7,112.632,722.76,12,Groceries,Bank Transfer,2,4063.55,1
CUST00159,18,Male,0,117.672,0,0,Clothing,Debit Card,0,3171.66,1
CUST00160,28,Male,10,69.9,658.8,10,Sports,Bank Transfer,0,3874.36,0
CUST00161,18,Female,20,123.792,1869.57,42,Clothing,Bank Transfer,2,6577.14,1
CUST00162,22,Male,8,52.488,346.63,10,Electronics,Credit Card,1,2652.91,0
CUST00163,18,Female,29,41.62,1210.76,27,Groceries,Bank Transfer,2,1898.28,1
CUST00164,39,Female,12,54.78,608.14,12,Books,Debit Card,0,2604.82,1
CUST00165,18,Female,21,73.908,1074.95,25,Sports,Bank Transfer,1,4690.69,1
CUST00166,27,Female,3,64.308,166.83,4,Electronics,PayPal,0,2823.53,1
CUST00167,18,Female,31,314.568,8039.68,160,Home & Garden,Bank Transfer,2,19357.36,1
CUST00168,52,Female,6,49.29,263.15,6,Groceries,PayPal,0,1145.58,1
CUST00169,51,Male,7,69.75,534.81,11,Electronics,PayPal,0,2230.44,0
CUST00170,24,Male,19,60.948,1070.89,22,Groceries,Bank Transfer,2,3914.08,0
CUST00171,32,Female,1,24.31,20.41,0,Groceries,Debit Card,0,989.07,1
CUST00172,52,Male,24,62.8,1516.18,28,Sports,Bank Transfer,3,1855.89,0
CUST00173,38,Female,14,42.7,551.94,10,Home & Garden,Credit Card,2,1422.46,1
CUST00174,20,Male,9,104.616,784.61,7,Sports,Credit Card,0,5220.89,0
CUST00175,22,Male,42,115.02,4100.17,92,Clothing,Bank Transfer,5,4388.59,0
CUST00176,46,Male,29,69.252,1835.18,46,Sports,Credit Card,1,2447.27,0
CUST00177,32,Female,11,52.308,476.03,5,Books,Credit Card,1,2557.73,1
CUST00178,40,Female,5,89.76,410.3,8,Home & Garden,Credit Card,0,3950.71,0
CUST00179,18,Male,27,69.54,1610.18,38,Sports,PayPal,0,3461.02,0
CUST00180,44,Female,0,47.57,0,0,Home & Garden,PayPal,0,1698.32,0
CUST00181,50,Male,5,38.03,175.62,3,Books,Credit Card,1,1171.75,0
CUST00182,49,Male,50,27.78,1461.15,34,Books,PayPal,6,1195.89,0
CUST00183,37,Male,36,66.36,1994.84,57,Electronics,Credit Card,1,2487.47,0
CUST00184,54,Male,7,72.16,506.18,15,Groceries,Bank Transfer,2,2017.81,0
CUST00185,24,Female,1,67.596,51.62,0,Clothing,PayPal,0,4472.45,0
CUST00186,65,Male,23,54.78,1095.28,25,Sports,Credit Card,3,853.26,0
CUST00187,18,Female,77,88.368,5697.11,105,Groceries,Bank Transfer,11,4868.39,0
CUST00188,20,Male,14,99.264,1223.16,25,Home & Garden,Credit Card,1,5377.2,0
CUST00189,35,Female,2,28.17,53.89,1,Clothing,Debit Card,0,1251.02,1
CUST00190,18,Male,0,24.49,0,0,Clothing,PayPal,0,1314.36,0
CUST00191,18,Male,6,146.556,733.83,11,Clothing,Credit Card,0,6127.4,0
CUST00192,18,Male,13,176.628,2090.64,31,Clothing,Debit Card,1,8261.18,0
CUST00193,36,Male,21,107.112,1771.27,45,Electronics,Bank Transfer,0,3121.43,1
CUST00194,18,Female,42,72.372,2367.57,58,Electronics,Bank Transfer,1,4646.53,1
CUST00195,49,Male,0,18.11,0,0,Books,Credit Card,0,274.08,1
CUST00196,24,Male,13,32.73,400.27,10,Sports,Debit Card,2,1479.02,1
CUST00197,26,Male,33,73.452,1666.73,43,Electronics,Debit Card,3,3393.25,1
CUST00198,22,Male,64,85.776,4819.17,98,Electronics,Bank Transfer,7,4881.78,1
CUST00199,41,Female,26,80.6,2437.98,38,Home & Garden,Debit Card,2,1795.85,1
CUST00200,38,Male,84,46.45,3309.57,83,Electronics,Credit Card,8,1811.6,1
CUST00201,18,Female,40,32.92,1213.67,28,Home & Garden,Credit Card,3,2041.91,1
CUST00202,53,Female,22,35.37,721.39,9,Sports,Credit Card,0,710.82,1
CUST00203,37,Female,26,64.2,1226.17,26,Home & Garden,Credit Card,3,2540.35,1
CUST00204,40,Male,32,66.804,1666.81,33,Groceries,Bank Transfer,2,2984.36,1
CUST00205,38,Male,21,56.52,1173.17,27,Groceries,Bank Transfer,3,2030.7,1
CUST00206,64,Female,9,41.3,396.02,10,Home & Garden,Credit Card,0,457.68,1
CUST00207,30,Male,5,24.25,130.41,3,Groceries,PayPal,0,1566.03,1
CUST00208,38,Male,30,76.008,1903.29,40,Clothing,PayPal,1,2614.24,0
CUST00209,40,Male,0,72.53,0,0,Sports,PayPal,0,1811.78,1
CUST00210,18,Male,43,123.948,4663.19,107,Sports,Bank Transfer,4,7008.2,1
CUST00211,37,Male,9,96.12,690.56,19,Sports,PayPal,1,4382.77,1
CUST00212,29,Male,8,131.712,844.1,15,Books,Bank Transfer,0,5547.02,1
CUST00213,38,Female,0,45.24,0,0,Books,Debit Card,0,1839.72,0
CUST00214,47,Male,27,105.768,2300.86,44,Clothing,Bank Transfer,2,2552.39,0
CUST00215,27,Male,73,87.096,4691.48,106,Electronics,Credit Card,4,2797.88,0
CUST00216,48,Male,14,69.5,952.31,17,Books,Debit Card,1,2207.41,0
CUST00217,49,Female,8,103.704,548.85,13,Groceries,PayPal,0,2974.26,1
CUST00218,20,Female,22,72.756,1150.03,28,Electronics,PayPal,4,3226.68,0
CUST00219,68,Male,18,109.1,2013.2,30,Clothing,Credit Card,0,1069.09,0
CUST00220,33,Male,72,71.568,4525.04,97,Groceries,Bank Transfer,10,3551.32,0
CUST00221,50,Male,46,312.084,11855.37,212,Clothing,Bank Transfer,2,9398.99,0
CUST00222,43,Male,1,37.55,35.27,0,Books,PayPal,0,1447.97,1
CUST00223,18,Male,1,89.316,79.67,2,Groceries,PayPal,0,5989.59,1
CUST00224,51,Female,15,44.6,686.94,14,Books,PayPal,2,1684.72,1
CUST00225,56,Male,26,77.4,1781.08,33,Groceries,Credit Card,4,1259.48,0
CUST00226,20,Female,21,104.472,1899.52,41,Electronics,PayPal,3,3940.13,0
CUST00227,48,Male,24,31.52,695.05,15,Books,PayPal,3,1156.82,0
CUST00228,32,Male,4,126.024,431.02,4,Books,Debit Card,0,4497.74,0
CUST00229,36,Female,13,47.86,626.41,15,Books,PayPal,0,1503.05,0
CUST00230,43,Female,2,102.492,183.76,3,Books,Credit Card,0,3547.42,1
CUST00231,53,Male,0,40.5,0,0,Sports,PayPal,0,977.93,1
CUST00232,38,Female,0,83.46,0,0,Groceries,Bank Transfer,0,3558.59,1
CUST00233,38,Male,1,110.484,104.46,1,Electronics,Debit Card,0,4484.92,0
CUST00234,18,Female,18,27.13,518.94,12,Groceries,Credit Card,2,1980.06,0
CUST00235,64,Male,71,41.87,3022.87,58,Home & Garden,PayPal,9,616.2,1
CUST00236,29,Female,2,71.604,130.45,5,Books,Bank Transfer,0,3202.05,0
CUST00237,38,Male,23,98.736,1825.52,37,Electronics,Debit Card,3,2858.82,0
CUST00238,33,Female,7,28.9,167.87,4,Home & Garden,Credit Card,0,1232.59,1
CUST00239,37,Female,47,75.612,2393.6,61,Books,Debit Card,4,2628.28,0
CUST00240,33,Male,12,36,388.94,7,Books,Credit Card,2,2024.59,0
CUST00241,66,Female,15,44.86,644.27,18,Home & Garden,Bank Transfer,1,758.07,1
CUST00242,63,Female,48,123.1,6141.43,139,Groceries,PayPal,3,2058.58,1
CUST00243,47,Female,62,49.49,3089.29,52,Groceries,PayPal,5,1778.67,1
CUST00244,24,Female,17,46.704,760.54,15,Electronics,Debit Card,1,2409.82,1
CUST00245,18,Female,15,74.232,841.07,18,Electronics,Credit Card,0,3323.35,1
CUST00246,64,Male,65,27.1,2018.88,35,Sports,Credit Card,4,357.95,0
CUST00247,39,Female,19,34.65,737.26,9,Clothing,Debit Card,1,1358.39,1
CUST00248,38,Female,61,34.93,2318.25,36,Groceries,Bank Transfer,6,1923.43,1
CUST00249,36,Male,7,125.244,608.32,13,Groceries,Bank Transfer,0,3989.12,0
CUST00250,18,Female,23,116.256,2264.03,42,Home & Garden,PayPal,3,9049.8,1
CUST00251,25,Female,1,101.808,70.93,3,Clothing,Debit Card,0,4300.07,1
CUST00252,46,Male,3,33.33,99.45,1,Sports,PayPal,0,1243.21,0
CUST00253,42,Male,8,140.16,916.15,24,Clothing,Bank Transfer,3,5751.26,1
CUST00254,22,Female,67,48.324,2973.2,62,Books,Credit Card,6,2471.91,1
CUST00255,28,Female,31,61.368,1671.43,38,Groceries,Debit Card,2,2765.44,0
CUST00256,33,Male,1,68.652,53.02,1,Groceries,Debit Card,0,2555.2,1
CUST00257,49,Female,2,64.01,131.32,4,Clothing,Credit Card,0,1491.52,0
CUST00258,18,Male,22,69.78,1341.43,23,Electronics,PayPal,2,2489.52,0
CUST00259,18,Male,43,47.652,1826.67,35,Books,Bank Transfer,5,2344.4,0
CUST00260,40,Female,66,174.324,8539.28,198,Home & Garden,Credit Card,6,4854.92,0
CUST00261,18,Male,12,91.848,955.56,20,Groceries,PayPal,0,5151.51,0
CUST00262,61,Female,7,35.57,231.45,3,Clothing,Debit Card,0,548.55,1
CUST00263,30,Male,31,39.82,1262.09,27,Clothing,PayPal,5,2266.59,0
CUST00264,53,Female,2,58.57,117.17,2,Electronics,Credit Card,1,2080.64,0
CUST00265,53,Male,91,61.14,5510.9,119,Sports,Debit Card,9,1789.22,1
CUST00266,18,Male,16,87.228,1184.76,22,Clothing,Credit Card,1,3555.74,0
CUST00267,26,Male,0,58.548,0,0,Clothing,Debit Card,0,2367.33,1
CUST00268,32,Male,0,64.68,0,0,Home & Garden,Bank Transfer,0,2603.17,0
CUST00269,36,Male,20,50.928,1054.97,20,Sports,Bank Transfer,0,2352.96,1
CUST00270,41,Male,9,82.872,598.51,7,Sports,Credit Card,1,2576.88,0
CUST00271,53,Female,16,29.2,376.91,8,Home & Garden,PayPal,2,681.86,1
CUST00272,58,Male,6,35.53,186.21,1,Sports,PayPal,2,610.64,0
CUST00273,42,Female,26,185.484,3867.38,89,Electronics,Credit Card,3,5631.23,0
CUST00274,18,Male,16,36.88,582.99,11,Groceries,Bank Transfer,0,2303.59,0
CUST00275,18,Male,52,70.968,3279.41,55,Home & Garden,Bank Transfer,6,3135.66,0
CUST00276,46,Female,11,159.684,1563.88,26,Sports,PayPal,0,4474.32,0
CUST00277,29,Female,1,57.12,43.57,2,Home & Garden,PayPal,0,3034.39,1
CUST00278,18,Female,30,170.376,5236.62,94,Home & Garden,Credit Card,3,8578.92,0
CUST00279,18,Female,47,111.24,4414.87,90,Books,Debit Card,4,5595.37,0
CUST00280,22,Male,0,54.3,0,0,Books,Bank Transfer,0,3240.43,0
CUST00281,21,Female,61,45.2,2733.93,51,Groceries,PayPal,1,966.45,0
CUST00282,18,Female,2,44.856,84.71,3,Electronics,Debit Card,0,2422.43,1
CUST00283,23,Female,130,59.76,7301.16,124,Electronics,PayPal,13,3030.69,1
CUST00284,40,Male,26,34.16,904.98,14,Groceries,PayPal,1,1095.08,1
CUST00285,51,Female,14,94.392,1216.38,17,Clothing,PayPal,0,2440.78,1
CUST00286,51,Female,25,209.004,4027.33,66,Groceries,PayPal,2,5005.66,0
CUST00287,20,Male,39,81.108,3054.95,50,Books,Debit Card,3,4520.81,0
CUST00288,19,Female,23,121.188,2369.91,42,Electronics,Bank Transfer,2,6772.31,0
CUST00289,32,Male,16,128.052,1785.63,32,Sports,Debit Card,1,4118.55,1
CUST00290,22,Female,1,198.636,172.16,3,Sports,Bank Transfer,0,9852.59,1
CUST00291,18,Male,23,54.756,945.49,10,Books,Bank Transfer,0,3219.41,1
CUST00292,39,Male,20,21.54,422.08,5,Sports,PayPal,2,1025.34,1
CUST00293,18,Male,67,32.93,2302.72,48,Books,Debit Card,3,1007.76,0
CUST00294,24,Male,22,53.556,960.26,19,Clothing,Credit Card,2,2367.14,0
CUST00295,35,Female,19,22.93,455.06,10,Books,PayPal,2,1259.24,0
CUST00296,41,Male,11,39.74,431.56,7,Books,Bank Transfer,3,1376.08,1
CUST00297,66,Male,9,73.57,585.54,13,Electronics,Credit Card,2,1494.71,0
CUST00298,37,Male,71,45.44,3118.47,66,Home & Garden,Bank Transfer,5,1558.3,0
CUST00299,36,Female,79,84.444,5544.79,100,Clothing,Bank Transfer,6,2464.31,0
CUST00300,28,Female,49,103.14,4002.81,81,Sports,Bank Transfer,0,5002.05,0
CUST00301,25,Female,20,99.012,1721.85,40,Clothing,Bank Transfer,0,4969.28,0
CUST00302,18,Male,20,113.796,1927.94,39,Books,Credit Card,1,5232.3,1
CUST00303,48,Female,10,111.192,1065.35,13,Groceries,Credit Card,0,4066.77,0
CUST00304,26,Male,36,93.732,2355.88,61,Books,PayPal,2,4583.56,1
CUST00305,21,Female,0,87.024,0,0,Sports,PayPal,0,4251.12,1
CUST00306,44,Male,20,69.672,1057.99,17,Electronics,Debit Card,1,2666.49,1
CUST00307,18,Male,39,98.628,3705.26,77,Groceries,Credit Card,2,4648.87,1
CUST00308,66,Female,1,106.24,102.11,4,Books,Credit Card,0,1606.12,0
CUST00309,28,Female,64,97.02,5118.68,105,Clothing,Credit Card,6,5044.39,0
CUST00310,22,Male,0,38.11,0,0,Books,PayPal,0,1607.82,1
CUST00311,35,Female,12,40.89,518.13,13,Sports,Debit Card,1,1909.03,0
CUST00312,22,Female,40,47.616,1664.09,29,Sports,Credit Card,2,2547.15,0
CUST00313,30,Male,6,82.596,453.84,13,Clothing,Debit Card,2,3037.27,1
CUST00314,52,Female,68,29.11,1901.75,45,Books,Credit Card,6,927.89,0
CUST00315,34,Male,4,64.152,217.65,6,Home & Garden,Bank Transfer,0,3063.64,1
CUST00316,53,Male,3,92.64,256.21,4,Clothing,Debit Card,0,2289.2,1
CUST00317,49,Female,35,64.78,2035.36,42,Clothing,PayPal,4,1886.42,0
CUST00318,32,Female,48,62.124,1919.93,48,Books,Debit Card,4,3546.09,0
CUST00319,53,Male,130,81.29,11406.17,205,Electronics,Credit Card,15,2141.3,1
CUST00320,18,Female,4,69.144,237.89,3,Groceries,Bank Transfer,0,3692.45,0
CUST00321,33,Female,14,52.212,662.21,15,Sports,PayPal,1,2501.35,0
